# 1:time 2:hplus 3:hcross
1.3644719738e-01 -4.3146524582e-01 -3.4520530236e-01
1.3645647535e-01 -4.2733515530e-01 -3.5145696415e-01
1.3646574061e-01 -4.2294859295e-01 -3.5765801889e-01
1.3647500519e-01 -4.1838494689e-01 -3.6379400465e-01
1.3648428269e-01 -4.1352753739e-01 -3.6988964243e-01
1.3649356599e-01 -4.0821331732e-01 -3.7595372391e-01
1.3650286608e-01 -4.0237606057e-01 -3.8187142187e-01
1.3651214005e-01 -3.9601469402e-01 -3.8761596426e-01
1.3652142611e-01 -3.8920771845e-01 -3.9320766423e-01
1.3653072634e-01 -3.8198784058e-01 -3.9869170317e-01
1.3653999038e-01 -3.7435047337e-01 -4.0413528218e-01
1.3654926762e-01 -3.6632287977e-01 -4.0947942675e-01
1.3655853430e-01 -3.5789337899e-01 -4.1468046020e-01
1.3656780220e-01 -3.4898893137e-01 -4.1977210801e-01
1.3657708338e-01 -3.3958178696e-01 -4.2477009045e-01
1.3658636202e-01 -3.2973425781e-01 -4.2958040362e-01
1.3659565410e-01 -3.1951773764e-01 -4.3415396336e-01
1.3660494323e-01 -3.0899282449e-01 -4.3853730627e-01
1.3661421142e-01 -2.9812042576e-01 -4.4275110791e-01
1.3662348873e-01 -2.8687221489e-01 -4.4676048650e-01
1.3663276263e-01 -2.7519781301e-01 -4.5053707552e-01
1.3664203644e-01 -2.6310651325e-01 -4.5405973763e-01
1.3665130545e-01 -2.5068005510e-01 -4.5734795986e-01
1.3666057779e-01 -2.3794277622e-01 -4.6042547370e-01
1.3666987281e-01 -2.2490093462e-01 -4.6335017187e-01
1.3667915813e-01 -2.1156622321e-01 -4.6615365248e-01
1.3668843788e-01 -1.9798563244e-01 -4.6873007727e-01
1.3669771513e-01 -1.8419536442e-01 -4.7097767777e-01
1.3670700457e-01 -1.7026313780e-01 -4.7292661812e-01
1.3671629549e-01 -1.5617506456e-01 -4.7472592327e-01
1.3672559651e-01 -1.4198704393e-01 -4.7641400785e-01
1.3673488983e-01 -1.2780256439e-01 -4.7794909300e-01
1.3674415153e-01 -1.1363594698e-01 -4.7935990829e-01
1.3675341575e-01 -9.9482323451e-02 -4.8070767358e-01
1.3676268354e-01 -8.5276549475e-02 -4.8196857072e-01
1.3677198783e-01 -7.1097617962e-02 -4.8307301399e-01
1.3678126877e-01 -5.7052616072e-02 -4.8402676166e-01
1.3679053282e-01 -4.3221099519e-02 -4.8483638999e-01
1.3679979148e-01 -2.9543769278e-02 -4.8560118129e-01
1.3680905760e-01 -1.6053026607e-02 -4.8641235618e-01
1.3681832891e-01 -2.8465897977e-03 -4.8727745356e-01
1.3682762973e-01 9.9767647554e-03 -4.8819255682e-01
1.3683691517e-01 2.2434923921e-02 -4.8918181654e-01
1.3684617699e-01 3.4501321158e-02 -4.9024114352e-01
1.3685544356e-01 4.6165430411e-02 -4.9134252635e-01
1.3686471982e-01 5.7380185275e-02 -4.9247394162e-01
1.3687400070e-01 6.8060530462e-02 -4.9363165545e-01
1.3688329308e-01 7.8267758336e-02 -4.9482385603e-01
1.3689256742e-01 8.8181484849e-02 -4.9602633909e-01
1.3690183802e-01 9.7779412863e-02 -4.9727436090e-01
1.3691112209e-01 1.0688320335e-01 -4.9863347334e-01
1.3692040368e-01 1.1540739130e-01 -5.0007598313e-01
1.3692968471e-01 1.2335430354e-01 -5.0157310887e-01
1.3693896579e-01 1.3071190753e-01 -5.0310252879e-01
1.3694825751e-01 1.3747339560e-01 -5.0465075428e-01
1.3695752382e-01 1.4374591933e-01 -5.0625001279e-01
1.3696679629e-01 1.4956532182e-01 -5.0793694965e-01
1.3697607943e-01 1.5493578851e-01 -5.0978054813e-01
1.3698535570e-01 1.5987594541e-01 -5.1179723142e-01
1.3699462912e-01 1.6434840900e-01 -5.1393589927e-01
1.3700372152e-01 1.6843688169e-01 -5.1626076849e-01
